PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
687,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-what-does-it-mean-for-people-in-icu-and-for-families/
687,,,,,,,C0013443,Ear structure,https://connect.mayoclinic.org/discussion/covid-19-what-does-it-mean-for-people-in-icu-and-for-families/
687,,,,,,,C0521421,Entire ear,https://connect.mayoclinic.org/discussion/covid-19-what-does-it-mean-for-people-in-icu-and-for-families/
687,C0233576,Mannerism,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-what-does-it-mean-for-people-in-icu-and-for-families/
688,,,C0920425,Cancer Therapeutic Procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0557033,Reminding,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0004364,Autoimmune Diseases,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C3160718,"PARKINSON DISEASE, LATE-ONSET",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0423866,Lanugo,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C2973270,Health Checkup,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0018494,Hair,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C0011209,Obstetric Delivery,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0225442,Trunk of elephant,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,,,,,C0035561,Bone structure of rib,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
688,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/
689,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0004364,Autoimmune Diseases,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0018821,Cardiac Surgery procedures,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0011847,Diabetes,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0011849,Diabetes Mellitus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0028754,Obesity,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0398623,Thrombophilia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0002792,anaphylaxis,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0149871,Deep Vein Thrombosis,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0848112,on anti-coagulants,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0853245,dvt prophylaxis,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C1318464,Occupational therapy regime,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0795934,Digitorenocerebral Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0185033,Diversion procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0034386,Quarantine,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C3266262,Multiple Chronic Conditions,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0079613,Adoptive Immunotherapy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0006104,Brain,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0006104,Brain,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815007,right brain,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0032064,Plague,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0584895,Posterior muscle of thigh structure,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C3714759,Stifle bone,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0020538,Hypertensive disease,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0233488,Feeling despair,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C3887688,Glare - eye symptom,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0677756,Estramustine/Etoposide/Paclitaxel Regimen,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0006104,Brain,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0011209,Obstetric Delivery,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0002428,Ambulatory Surgical Procedures,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0152032,Urinary hesitation,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0543467,Operative Surgical Procedures,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C4553655,SMILE Regimen,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0185033,Diversion procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0227665,Both kidneys,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0022646,Kidney,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0543467,Operative Surgical Procedures,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0185051,Removal by grinding,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0032740,Positive End-Expiratory Pressure,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0041159,Trochlear nerve structure,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0337279,Drilling - action,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0011175,Dehydration,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0040132,Thyroid Gland,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,,,,,C0042449,Veins,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0185051,Removal by grinding,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
689,,,C0152277,Incision and drainage,,,,,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/
690,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0032285,Pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0010352,Avian crop,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0006277,Bronchitis,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0857156,post viral fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0185060,Crushing procedure,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0227230,Body of stomach,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0850149,Dry cough,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015967,Fever,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0010200,Coughing,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1260880,Rhinorrhea,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0917801,Sleeplessness,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0863093,cold symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0037383,Sneezing,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C3714552,Weakness,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0420176,Vitamin D supplement therapy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0008031,Chest Pain,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0230347,Left upper arm structure,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0227972,Structure of median lobe of prostate,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1321587,Breathing abnormally deep,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0037763,Spasm,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0040578,Trachea,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0027051,Myocardial Infarction,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0423866,Lanugo,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0008031,Chest Pain,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0008031,Chest Pain,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0042870,Vitamin D Deficiency,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0600142,Hot flushes,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0004626,"Pneumonia, Bacterial",,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,C4744673,Proactive Therapy,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,,,,,,,C0024109,Lung,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
690,C0008677,"Bronchitis, Chronic",,,,,,,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/
691,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C5202577,BiRd Regimen,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C0018823,Heart Transplantation,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,,,,,C0043189,Wing,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
691,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/
