,PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink,Author
16504,636,,,C0185051,Removal by grinding,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16505,636,,,C5202809,CaRD Regimen,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16506,636,C2930619,Sex Differentiation Disorders,,,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16507,636,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16508,636,,,C0886384,5 minutes Office visit,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16509,636,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16510,636,,,C0695714,Postpartum home visit,,,,,https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,author_47
16511,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16512,637,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16513,637,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16514,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16515,637,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16516,637,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16517,637,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16518,637,,,C0021107,Implantation procedure,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16519,637,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16520,637,,,C1522704,Exercise Pain Management,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16521,637,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16522,637,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16523,637,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16524,637,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16525,637,,,,,,,C0016129,Fingers,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16526,637,,,,,,,C0016504,Foot,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16527,637,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16528,637,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16529,637,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16530,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16531,637,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16532,637,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16533,637,,,C3814046,PAD Regimen,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16534,637,,,,,,,C0040067,Thumb structure,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16535,637,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16536,637,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16537,637,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16538,637,,,,,,,C0016129,Fingers,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16539,637,C3281223,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16540,637,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16541,637,,,,,,,C0016129,Fingers,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16542,637,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16543,637,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16544,637,C0744638,headache migraine chronic,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16545,637,C0019559,Hip joint pain,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16546,637,C4551516,Hip pain,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16547,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16548,637,C0016204,Flatulence,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16549,637,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16550,637,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16551,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16552,637,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16553,637,,,C5202577,BiRd Regimen,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16554,637,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16555,637,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16556,637,,,C0441636,Surgical shortening - action,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16557,637,,,C0337279,Drilling - action,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16558,637,,,,,,,C0015731,Feathers,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16559,637,,,C0050572,ACP protocol,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16560,637,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16561,637,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16562,637,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16563,637,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16564,637,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16565,637,C0006267,Bronchiectasis,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16566,637,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16567,637,,,C0152054,Therapeutic tactile stimulation,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16568,637,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/winter-wellbeing-what-are-you-doing-this-winter-for-you/,author_21
16569,638,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16570,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16571,638,C0263746,Osteoarthritis of the hand,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16572,638,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16573,638,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16574,638,,,,,,,C0225442,Trunk of elephant,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16575,638,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16576,638,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16577,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16578,638,C3541994,Drug Hypersensitivity Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16579,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16580,638,,,,,,,C0935616,Chamber (anatomical),https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16581,638,,,C0108844,CDE protocol-cyclophosphamide/doxorubicin/etoposide,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16582,638,,,,,,,C0935616,Chamber (anatomical),https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16583,638,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16584,638,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16585,638,,,,,,,C0225442,Trunk of elephant,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16586,638,C1846009,"Intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomaly syndrome",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16587,638,C0857027,Feeling Sick,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16588,638,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16589,638,C0027497,Nausea,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16590,638,C3541994,Drug Hypersensitivity Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16591,638,C3160718,"PARKINSON DISEASE, LATE-ONSET",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16592,638,,,,,,,C0225442,Trunk of elephant,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16593,638,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16594,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16595,638,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16596,638,C0016204,Flatulence,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16597,638,C3160718,"PARKINSON DISEASE, LATE-ONSET",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16598,638,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16599,638,,,C0278286,Dressing of skin or wound,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16600,638,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16601,638,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16602,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16603,638,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16604,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16605,638,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16606,638,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16607,638,,,C4521540,Whole Blood or Product Preparation,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16608,638,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16609,638,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16610,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16611,638,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16612,638,,,C0185026,Plication,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16613,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16614,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16615,638,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16616,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16617,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16618,638,C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16619,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16620,638,C3714506,Meckel syndrome type 1,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16621,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16622,638,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16623,638,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16624,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16625,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16626,638,,,C0441516,Demand (clinical),,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16627,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16628,638,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16629,638,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16630,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16631,638,,,C0035139,Surgical Replantation,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16632,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16633,638,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16634,638,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16635,638,,,,,,,C0004895,Beak,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16636,638,,,,,,,C1140621,Leg,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16637,638,C0011882,Diabetic Neuropathies,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16638,638,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16639,638,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16640,638,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16641,638,,,C0042200,Influenza vaccination,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16642,638,C0032285,Pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16643,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16644,638,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16645,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16646,638,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16647,638,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16648,638,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16649,638,C0795934,Digitorenocerebral Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16650,638,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16651,638,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16652,638,C0032285,Pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16653,638,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16654,638,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16655,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16656,638,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16657,638,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16658,638,C0027796,Neuralgia,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16659,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16660,638,C0442874,Neuropathy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16661,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16662,638,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16663,638,C0442874,Neuropathy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16664,638,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16665,638,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16666,638,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16667,638,,,C0543467,Operative Surgical Procedures,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16668,638,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16669,638,,,,,,,C0549207,Bone structure of spine,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16670,638,,,,,,,C0501800,First sacral nerve,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16671,638,,,C0452240,Physical therapy exercises,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16672,638,C0036396,Sciatica,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16673,638,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16674,638,,,C0695600,Myofascial release,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16675,638,,,C0392879,infusion of cortisone,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16676,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16677,638,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16678,638,C0442874,Neuropathy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16679,638,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16680,638,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16681,638,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16682,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16683,638,,,,,,,C0227716,Neck of urinary bladder,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16684,638,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16685,638,C1442877,Sore skin,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16686,638,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16687,638,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16688,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16689,638,C0015967,Fever,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16690,638,,,C4319952,Change -- procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16691,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16692,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16693,638,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16694,638,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16695,638,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16696,638,C0442874,Neuropathy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16697,638,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16698,638,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16699,638,C1442877,Sore skin,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16700,638,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16701,638,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16702,638,,,C0452240,Physical therapy exercises,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16703,638,,,C0600080,Stretching exercises,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16704,638,C0270814,Spastic syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16705,638,,,,,,,C0027740,Nerve,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16706,638,C0004604,Back Pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16707,638,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16708,638,C0036396,Sciatica,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16709,638,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16710,638,,,C0394648,Dry Needling,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16711,638,C0270814,Spastic syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16712,638,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16713,638,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16714,638,,,,,,,C4083049,Muscle (organ),https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16715,638,C0149756,"Fasciitis, Plantar",,,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16716,638,,,,,,,C0004457,Axis vertebra,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
16717,638,,,C0021107,Implantation procedure,,,,,https://connect.mayoclinic.org/discussion/covid-19-and-holidays/,author_188
